wavelength_A,flux_erg_s_A
5311.155577788894,1.7009365911638956e+39
5314.657328664332,1.686678950431167e+39
5318.15907953977,1.672175730269509e+39
5321.660830415207,1.657441549101011e+39
5325.162581290645,1.6424924485992625e+39
5328.664332166083,1.6273458701533003e+39
5332.16608304152,1.6120206207876164e+39
5335.667833916958,1.596536828237308e+39
5339.169584792397,1.5809158849595843e+39
5342.671335667834,1.5651803809532623e+39
5346.173086543271,1.549354025356737e+39
5349.674837418709,1.5334615569016103e+39
5353.176588294147,1.5175286434130233e+39
5356.678339169584,1.5015817706684402e+39
5360.180090045023,1.4856481210529363e+39
5363.681840920461,1.4697554425802213e+39
5367.183591795898,1.4539319089828594e+39
5370.685342671335,1.4382059717117028e+39
5374.187093546773,1.4226062048210284e+39
5377.688844422211,1.407161143850739e+39
5381.1905952976485,1.3918991199480553e+39
5384.692346173086,1.3768480905961628e+39
5388.194097048525,1.362035468433813e+39
5391.695847923962,1.3474879497553126e+39
5395.197598799399,1.333231344372164e+39
5398.699349674837,1.3192904085933767e+39
5402.201100550275,1.3056886831379982e+39
5405.702851425713,1.292448337828847e+39
5409.20460230115,1.2795900249280996e+39
5412.706353176588,1.2671327429612617e+39
5416.208104052026,1.2550937128342843e+39
5419.709854927463,1.243488267977993e+39
5423.211605802901,1.2323297601533588e+39
5426.71335667834,1.2216294824204224e+39
5430.215107553777,1.2113966106125095e+39
5433.716858429214,1.2016381644672439e+39
5437.218609304652,1.1923589893476559e+39
5440.72036018009,1.183561759242887e+39
5444.222111055527,1.1752470014713262e+39
5447.7238619309655,1.1674131432231057e+39
5451.225612806404,1.1600565797777762e+39
5454.727363681841,1.1531717639214112e+39
5458.229114557278,1.1467513157708238e+39
5461.730865432716,1.1407861518962855e+39
5465.232616308154,1.1352656323244658e+39
5468.7343671835915,1.1301777237060516e+39
5472.236118059029,1.1255091766540793e+39
5475.737868934468,1.1212457150052127e+39
5479.239619809905,1.1173722345329977e+39
5482.741370685342,1.1138730084546379e+39
5486.24312156078,1.1107318969260987e+39
5489.744872436218,1.107932557618082e+39
5493.246623311656,1.105458654411121e+39
5496.748374187093,1.1032940612438074e+39
5500.250125062531,1.1014230581952838e+39
5503.751875937969,1.0998305169817257e+39
5507.253626813406,1.098502073195616e+39
5510.755377688844,1.097424282814079e+39
5514.2571285642825,1.0965847607451801e+39
5517.75887943972,1.095972299464578e+39
5521.260630315157,1.0955769661142212e+39
5524.762381190595,1.0953901767836157e+39
5528.264132066033,1.095404747066059e+39
5531.76588294147,1.0956149183696745e+39
5535.2676338169085,1.0960163598586127e+39
5538.769384692347,1.096606146295414e+39
5542.271135567784,1.0973827124436987e+39
5545.772886443221,1.0983457850631869e+39
5549.274637318659,1.0994962938796382e+39
5552.776388194097,1.1008362632337587e+39
5556.2781390695345,1.1023686863997252e+39
5559.779889944972,1.1040973848104839e+39
5563.28164082041,1.1060268546294708e+39
5566.783391695848,1.1081621032636031e+39
5570.285142571285,1.1105084785185756e+39
5573.786893446723,1.1130714931535737e+39
5577.288644322161,1.1158566475989581e+39
5580.790395197599,1.1188692535584621e+39
5584.292146073036,1.1221142611294071e+39
5587.793896948474,1.1255960919435713e+39
5591.295647823912,1.1293184806617196e+39
5594.797398699349,1.1332843269511742e+39
5598.299149574787,1.1374955598433686e+39
5601.8009004502255,1.1419530161127524e+39
5605.302651325663,1.1466563340456802e+39
5608.8044022011,1.1516038636837286e+39
5612.306153076538,1.1567925943364332e+39
5615.807903951976,1.1622180998691856e+39
5619.309654827413,1.1678745019884345e+39
5622.8114057028515,1.1737544514733398e+39
5626.31315657829,1.1798491270449831e+39
5629.814907453727,1.1861482513250624e+39
5633.316658329164,1.1926401231188056e+39
5636.818409204602,1.1993116650641187e+39
5640.32016008004,1.2061484855227225e+39
5643.8219109554775,1.2131349534502403e+39
5647.323661830915,1.2202542848714875e+39
5650.825412706353,1.2274886395044674e+39
5654.327163581791,1.2348192260212715e+39
5657.828914457228,1.2422264144049343e+39
5661.330665332666,1.2496898538569005e+39
5664.832416208104,1.2571885947281643e+39
5668.334167083542,1.2647012129862933e+39
5671.835917958979,1.2722059357879058e+39
5675.337668834417,1.2796807667994327e+39
5678.839419709855,1.2871036099955572e+39
5682.341170585292,1.2944523907620634e+39
5685.84292146073,1.3017051732354154e+39
5689.3446723361685,1.308840272922936e+39
5692.846423211606,1.3158363637627706e+39
5696.348174087043,1.322672578899694e+39
5699.849924962481,1.3293286045695625e+39
5703.351675837919,1.3357847666001511e+39
5706.853426713356,1.3420221091477725e+39
5710.355177588794,1.3480224653962764e+39
5713.856928464233,1.3537685200468372e+39
5717.35867933967,1.3592438635224483e+39
5720.860430215107,1.3644330378999028e+39
5724.362181090545,1.3693215746633672e+39
5727.863931965983,1.373896024447839e+39
5731.3656828414205,1.3781439790070572e+39
5734.867433716858,1.3820540856992038e+39
5738.369184592296,1.3856160548349303e+39
5741.870935467734,1.388820660276044e+39
5745.372686343171,1.3916597337099155e+39
5748.874437218609,1.3941261530544065e+39
5752.376188094047,1.39621382547151e+39
5755.877938969485,1.3979176654849378e+39
5759.379689844922,1.399233568708233e+39
5762.88144072036,1.4001583816958426e+39
5766.383191595798,1.4006898684304133e+39
5769.884942471235,1.400826673955715e+39
5773.386693346673,1.400568285656452e+39
5776.8884442221115,1.399914992674148e+39
5780.390195097549,1.398867843932673e+39
5783.891945972986,1.397428605228169e+39
5787.393696848424,1.3955997158164522e+39
5790.895447723862,1.393384244906827e+39
5794.397198599299,1.390785848444942e+39
5797.898949474737,1.3878087265391625e+39
5801.400700350176,1.3844575818553408e+39
5804.902451225613,1.3807375792740575e+39
5808.40420210105,1.3766543070727262e+39
5811.905952976488,1.3722137398628092e+39
5815.407703851926,1.367422203479877e+39
5818.9094547273635,1.362286341991871e+39
5822.411205602801,1.356813086958765e+39
5825.912956478239,1.3510096290453543e+39
5829.414707353677,1.3448833920581344e+39
5832.916458229114,1.3384420094475711e+39
5836.418209104552,1.3316933032887046e+39
5839.91995997999,1.3246452657260787e+39
5843.421710855428,1.3173060428436495e+39
5846.923461730865,1.3096839208968524e+39
5850.425212606303,1.3017873148223619e+39
5853.926963481741,1.2936247589214855e+39
5857.428714357178,1.285204899595569e+39
5860.930465232616,1.2765364899964794e+39
5864.4322161080545,1.267628386441977e+39
5867.933966983492,1.2584895464347676e+39
5871.435717858929,1.249129028115157e+39
5874.937468734367,1.2395559909705338e+39
5878.439219609805,1.229779697620197e+39
5881.940970485242,1.2198095164913956e+39
5885.44272136068,1.2096549252017194e+39
5888.944472236118,1.1993255144640368e+39
5892.446223111556,1.1888309923329014e+39
5895.947973986993,1.1781811886156978e+39
5899.449724862431,1.1673860592775312e+39
5902.951475737869,1.156455690675994e+39
5906.4532266133065,1.145400303470032e+39
5909.954977488744,1.1342302560564674e+39
5913.456728364182,1.1229560473977997e+39
5916.95847923962,1.1115883191157205e+39
5920.460230115057,1.1001378567361732e+39
5923.961980990495,1.0886155899836964e+39
5927.463731865933,1.0770325920349939e+39
5930.965482741371,1.0654000776539964e+39
5934.467233616808,1.053729400143254e+39
5937.968984492246,1.0420320470589639e+39
5941.470735367684,1.0303196346492635e+39
5944.972486243121,1.0186039009876084e+39
5948.474237118558,1.0068966977849528e+39
5951.9759879939975,9.952099808759746e+38
5955.477738869435,9.835557993857255e+38
5958.979489744872,9.719462835936498e+38
5962.48124062031,9.603936315222393e+38
5965.982991495748,9.489100942870122e+38
5969.484742371185,9.375079602535893e+38
5972.986493246623,9.261995380560487e+38
5976.488244122061,9.14997138538529e+38
5979.989994997499,9.039130556891857e+38
5983.491745872936,8.929595466420876e+38
5986.993496748374,8.821488108285573e+38
5990.495247623812,8.714929683646626e+38
5993.9969984992495,8.610040377660835e+38
5997.498749374687,8.506939130855818e+38
6001.000500250125,8.405743405716258e+38
6004.502251125563,8.306568949493655e+38
6008.004002001,8.209529554272966e+38
6011.505752876438,8.114736815344666e+38
6015.007503751876,8.022299888940452e+38
6018.509254627314,7.932325250394059e+38
6022.011005502751,7.844916453787958e+38
6025.512756378189,7.760173894139822e+38
6029.014507253627,7.678194573171043e+38
6032.516258129064,7.599071869682873e+38
6036.018009004501,7.522895315545265e+38
6039.5197598799405,7.449750378277629e+38
6043.021510755378,7.379718251171248e+38
6046.523261630815,7.312875651868752e+38
6050.025012506253,7.249294630279745e+38
6053.526763381691,7.189042386669383e+38
6057.028514257128,7.132181100712708e+38
6060.530265132566,7.078767772260052e+38
6064.032016008004,7.028854074508069e+38
6067.533766883442,6.982486220217834e+38
6071.035517758879,6.939704841565778e+38
6074.537268634317,6.900544884155459e+38
6078.039019509755,6.865035515658682e+38
6081.540770385192,6.833200049492717e+38
6085.04252126063,6.8050558838779654e+38
6088.544272136068,6.780614456556664e+38
6092.046023011506,6.759881215388301e+38
6095.547773886943,6.742855604972476e+38
6099.049524762381,6.729531069384531e+38
6102.551275637819,6.71989507104383e+38
6106.053026513257,6.713929125669542e+38
6109.554777388694,6.711608853214405e+38
6113.056528264132,6.712904044603406e+38
6116.55827913957,6.717778744041952e+38
6120.060030015007,6.726191346597159e+38
6123.561780890444,6.738094710696856e+38
6127.063531765883,6.753436285133518e+38
6130.565282641321,6.772158250105443e+38
6134.067033516758,6.794197671775062e+38
6137.568784392196,6.819486669774244e+38
6141.070535267634,6.847952597039676e+38
6144.572286143071,6.879518231317523e+38
6148.0740370185085,6.91410197763604e+38
6151.575787893947,6.951618081007551e+38
6155.077538769385,6.991976848587802e+38
6158.579289644822,7.035084880490791e+38
6162.08104052026,7.080845308431178e+38
6165.582791395698,7.129158041343956e+38
6169.084542271135,7.179920017113366e+38
6172.586293146573,7.233025459528392e+38
6176.088044022011,7.288366139572045e+38
6179.589794897449,7.345831640145707e+38
6183.091545772886,7.405309623327333e+38
6186.593296648324,7.466686099264327e+38
6190.095047523762,7.529845695807238e+38
6193.5967983991995,7.594671928000242e+38
6197.098549274637,7.661047466557325e+38
6200.600300150075,7.728854404469844e+38
6204.102051025513,7.797974520911271e+38
6207.60380190095,7.868289541628769e+38
6211.105552776387,7.939681395037432e+38
6214.6073036518255,8.012032463262719e+38
6218.109054527264,8.085225827409018e+38
6221.610805402701,8.159145506367187e+38
6225.112556278139,8.233676688510904e+38
6228.614307153577,8.308705955670863e+38
6232.116058029014,8.38412149881752e+38
6235.6178089044515,8.459813324925375e+38
6239.11955977989,8.535673454536021e+38
6242.621310655328,8.611596109582789e+38
6246.123061530765,8.687477891085959e+38
6249.624812406203,8.76321794637432e+38
6253.126563281641,8.838718125535982e+38
6256.628314157078,8.913883126849599e+38
6260.130065032516,8.988620630993706e+38
6263.631815907954,9.062841423879615e+38
6267.133566783392,9.136459507999763e+38
6270.635317658829,9.209392202229477e+38
6274.137068534266,9.281560230065147e+38
6277.638819409705,9.352887796325442e+38
6281.1405702851425,9.423302652385079e+38
6284.64232116058,9.4927361500522e+38
6288.144072036018,9.56112328423882e+38
6291.645822911456,9.62840272461268e+38
6295.147573786893,9.694516836454262e+38
6298.64932466233,9.759411690976476e+38
6302.1510755377685,9.823037065396242e+38
6305.652826413207,9.885346433076959e+38
6309.154577288644,9.946296944087817e+38
6312.656328164082,1.0005849396550967e+39
6316.15807903952,1.0063968199169654e+39
6319.659829914957,1.0120621325351192e+39
6323.1615807903945,1.0175780259355593e+39
6326.663331665833,1.0229419934916202e+39
6330.165082541271,1.0281518666791377e+39
6333.666833416708,1.033205807571672e+39
6337.168584292146,1.0381023007235082e+39
6340.670335167584,1.0428401444887413e+39
6344.172086043021,1.0474184418250912e+39
6347.673836918459,1.0518365906312065e+39
6351.175587793897,1.056094273666114e+39
6354.677338669335,1.060191448099179e+39
6358.179089544772,1.0641283347384614e+39
6361.680840420209,1.0679054069846425e+39
6365.182591295648,1.0715233795568673e+39
6368.6843421710855,1.074983197035822e+39
6372.186093046523,1.0782860222682116e+39
6375.687843921961,1.0814332246754568e+39
6379.189594797399,1.084426368508034e+39
6382.691345672836,1.0872672010853065e+39
6386.193096548273,1.0899576410590442e+39
6389.6948474237115,1.092499766737076e+39
6393.19659829915,1.0948958045016929e+39
6396.698349174587,1.0971481173555481e+39
6400.200100050025,1.0992591936258106e+39
6403.701850925463,1.1012316358553783e+39
6407.2036018009,1.1030681499079196e+39
6410.7053526763375,1.1047715343114549e+39
6414.207103551776,1.1063446698631733e+39
6417.708854427214,1.1077905095160905e+39
6421.210605302651,1.1091120685661413e+39
6424.712356178089,1.1103124151562741e+39
6428.214107053527,1.1113946611121046e+39
6431.715857928964,1.1123619531217616e+39
6435.217608804402,1.1132174642706145e+39
6438.71935967984,1.113964385939745e+39
6442.221110555278,1.1146059200751794e+39
6445.722861430715,1.1151452718332166e+39
6449.224612306152,1.1155856426054447e+39
6452.726363181591,1.11593022342551e+39
6456.2281140570285,1.1161821887581217e+39
6459.729864932466,1.1163446906693653e+39
6463.231615807904,1.1164208533760253e+39
6466.733366683342,1.116413768170337e+39
6470.235117558779,1.1163264887154032e+39
6473.736868434216,1.1161620267053938e+39
6477.2386193096545,1.1159233478836452e+39
6480.740370185093,1.115613368410818e+39
6484.24212106053,1.1152349515744599e+39
6487.743871935968,1.114790904830525e+39
6491.245622811406,1.1142839771667531e+39
6494.747373686843,1.113716856777203e+39
6498.2491245622805,1.1130921690367195e+39
6501.750875437719,1.1124124747636933e+39
6505.252626313157,1.1116802687590971e+39
6508.754377188594,1.1108979786094957e+39
6512.256128064032,1.110067963741522e+39
6515.75787893947,1.1091925147151484e+39
6519.259629814907,1.1082738527429861e+39
6522.761380690345,1.1073141294228444e+39
6526.263131565783,1.106315426670775e+39
6529.764882441221,1.105279756841924e+39
6533.266633316658,1.1042090630266336e+39
6536.768384192095,1.1031052195094169e+39
6540.270135067533,1.1019700323786244e+39
6543.7718859429715,1.1008052402748854e+39
6547.273636818409,1.099612515266686e+39
6550.775387693847,1.0983934638417524e+39
6554.277138569285,1.0971496280032577e+39
6557.778889444722,1.095882486460229e+39
6561.280640320159,1.094593455901908e+39
6564.7823911955975,1.0932838923462374e+39
6568.284142071036,1.0919550925530212e+39
6571.785892946473,1.0906082954927831e+39
6575.287643821911,1.0892446838627208e+39
6578.789394697349,1.0878653856416482e+39
6582.291145572786,1.0864714756762056e+39
6585.7928964482235,1.0850639772910934e+39
6589.294647323662,1.0836438639165168e+39
6592.7963981991,1.0822120607264525e+39
6596.298149074537,1.0807694462817913e+39
6599.799899949974,1.0793168541728305e+39
6603.301650825413,1.0778550746559985e+39
6606.80340170085,1.0763848562801258e+39
6610.305152576288,1.0749069074979123e+39
6613.806903451726,1.0734218982587079e+39
6617.308654327164,1.0719304615790161e+39
6620.810405202601,1.0704331950875271e+39
6624.312156078038,1.0689306625418217e+39
6627.813906953476,1.0674233953142113e+39
6631.3156578289145,1.0659118938444998e+39
6634.817408704352,1.0643966290577258e+39
6638.31915957979,1.0628780437452603e+39
6641.820910455228,1.0613565539078816e+39
6645.322661330665,1.0598325500596834e+39
6648.824412206102,1.0583063984919486e+39
6652.3261630815405,1.0567784424962952e+39
6655.827913956979,1.0552490035466367e+39
6659.329664832416,1.053718382439674e+39
6662.831415707854,1.0521868603938073e+39
6666.333166583292,1.050654700106539e+39
6669.834917458729,1.0491221467705514e+39
6673.3366683341665,1.0475894290488022e+39
6676.838419209605,1.046056760009098e+39
6680.340170085043,1.044524338018711e+39
6683.84192096048,1.042992347599682e+39
6687.343671835917,1.0414609602455883e+39
6690.845422711356,1.0399303352005674e+39
6694.347173586793,1.0384006202015175e+39
6697.848924462231,1.036871952184377e+39
6701.350675337669,1.0353444579555151e+39
6704.852426213107,1.0338182548292383e+39
6708.354177088544,1.0322934512324766e+39
6711.855927963981,1.0307701472777354e+39
6715.357678839419,1.0292484353054163e+39
6718.8594297148575,1.027728400396614e+39
6722.361180590295,1.0262101208575069e+39
6725.862931465733,1.0246936686764632e+39
6729.364682341171,1.023179109954967e+39
6732.866433216608,1.0216665053134797e+39
6736.368184092045,1.0201559102733141e+39
6739.8699349674835,1.0186473756156143e+39
6743.371685842922,1.0171409477184804e+39
6746.873436718359,1.0156366688732936e+39
6750.375187593797,1.0141345775812278e+39
6753.876938469235,1.012634708830966e+39
6757.378689344672,1.0111370943585545e+39
6760.880440220109,1.0096417628903392e+39
6764.382191095548,1.0081487403698806e+39
6767.883941970986,1.0066580501697247e+39
6771.385692846423,1.0051697132888603e+39
6774.88744372186,1.003683748536677e+39
6778.389194597298,1.0022001727042036e+39
6781.890945472736,1.0007190007233637e+39
6785.392696348174,9.992402458149722e+38
6788.894447223612,9.977639196261426e+38
6792.39619809905,9.962900323577684e+38
6795.897948974487,9.94818592882695e+38
6799.399699849924,9.933496088551666e+38
6802.901450725362,9.91883086812117e+38
6806.4032016008005,9.904190322668394e+38
6809.904952476238,9.889574497955246e+38
6813.406703351676,9.87498343117168e+38
6816.908454227114,9.860417151672755e+38
6820.410205102551,9.845875681658106e+38
6823.911955977988,9.831359036797742e+38
6827.413706853426,9.816867226808012e+38
6830.915457728865,9.802400255981295e+38
6834.417208604302,9.787958123672735e+38
6837.91895947974,9.773540824747169e+38
6841.420710355178,9.759148349989222e+38
6844.922461230615,9.744780686479258e+38
6848.424212106052,9.730437817937806e+38
6851.925962981491,9.71611972504092e+38
6855.427713856929,9.701826385708577e+38
6858.929464732366,9.687557775368368e+38
6862.431215607803,9.673313867196285e+38
6865.932966483241,9.659094632336547e+38
6869.434717358679,9.644900040102086e+38
6872.936468234117,9.630730058157237e+38
6876.438219109555,9.616584652684114e+38
6879.939969984993,9.602463788534068e+38
6883.44172086043,9.588367429365391e+38
6886.943471735867,9.574295537768396e+38
6890.445222611305,9.560248075379101e+38
6893.946973486743,9.546225002982302e+38
6897.448724362181,9.532226280605063e+38
6900.950475237619,9.518251867601435e+38
6904.452226113057,9.504301722729136e+38
6907.953976988494,9.490375804218955e+38
6911.455727863931,9.476474069837486e+38
6914.957478739369,9.462596476943783e+38
6918.459229614808,9.448742982540583e+38
6921.960980490245,9.434913543320428e+38
6925.462731365682,9.42110811570729e+38
6928.964482241121,9.407326655894048e+38
6932.466233116558,9.39356911987628e+38
6935.967983991995,9.37983546348255e+38
6939.4697348674335,9.366125642401733e+38
6942.971485742872,9.352439612207522e+38
6946.473236618309,9.338777328380394e+38
6949.974987493746,9.325138746327332e+38
6953.476738369184,9.311523821399527e+38
6956.978489244622,9.297932508908175e+38
6960.4802401200595,9.284364764138652e+38
6963.981990995498,9.270820542363139e+38
6967.483741870936,9.257299798851961e+38
6970.985492746373,9.243802488883667e+38
6974.48724362181,9.23032856775399e+38
6977.988994497248,9.216877990783909e+38
6981.490745372686,9.203450713326764e+38
6984.992496248124,9.19004669077459e+38
6988.494247123562,9.176665878563737e+38
6991.995997999,9.163308232179919e+38
6995.497748874437,9.149973707162593e+38
6998.999499749874,9.136662259108904e+38
7002.501250625312,9.123373843677152e+38
7006.0030015007505,9.110108416589856e+38
7009.504752376188,9.096865933636459e+38
7013.006503251625,9.0836463506757e+38
7016.508254127064,9.070449623637693e+38
7020.010005002501,9.057275708525798e+38
7023.511755877938,9.044124561418193e+38
7027.0135067533765,9.030996138469274e+38
7030.515257628815,9.01789039591091e+38
7034.017008504252,9.00480729005349e+38
7037.518759379689,8.991746777286818e+38
7041.020510255127,8.978708814080948e+38
7044.522261130565,8.965693356986837e+38
7048.0240120060025,8.952700362636956e+38
7051.525762881441,8.939729787745753e+38
7055.027513756879,8.926781589110075e+38
7058.529264632316,8.913855723609558e+38
7062.031015507753,8.900952148206871e+38
7065.532766383191,8.888070819947958e+38
7069.034517258629,8.875211695962249e+38
7072.536268134067,8.862374733462787e+38
7076.038019009505,8.849559889746337e+38
7079.539769884943,8.836767122193485e+38
7083.04152076038,8.823996388268658e+38
7086.543271635817,8.811247645520167e+38
7090.045022511255,8.798520851580203e+38
7093.5467733866935,8.78581596416483e+38
7097.048524262131,8.773132941073932e+38
7100.550275137569,8.760471740191182e+38
7104.052026013006,8.747832319483975e+38
7107.553776888444,8.735214637003354e+38
7111.055527763881,8.722618650883938e+38
7114.5572786393195,8.710044319343797e+38
7118.059029514757,8.697491600684401e+38
7121.560780390195,8.684960453290472e+38
7125.062531265633,8.672450835629917e+38
7128.56428214107,8.659962706253666e+38
7132.066033016508,8.647496023795568e+38
7135.5677838919455,8.635050746972297e+38
7139.069534767384,8.622626834583172e+38
7142.571285642821,8.610224245510065e+38
7146.073036518259,8.597842938717261e+38
7149.574787393697,8.585482873251302e+38
7153.076538269134,8.573144008240892e+38
7156.578289144572,8.560826302896714e+38
7160.08004002001,8.54852971651131e+38
7163.581790895448,8.536254208458949e+38
7167.083541770885,8.523999738195477e+38
7170.585292646323,8.511766265258169e+38
7174.08704352176,8.499553749265587e+38
7177.588794397198,8.487362149917446e+38
7181.0905452726365,8.475191426994463e+38
7184.592296148074,8.463041540358215e+38
7188.094047023512,8.450912449950984e+38
7191.595797898949,8.438804115795625e+38
7195.097548774387,8.426716497995404e+38
7198.599299649824,8.414649556733882e+38
7202.1010505252625,8.402603252274726e+38
7205.6028014007,8.390577544961607e+38
7209.104552276138,8.378572395218023e+38
7212.606303151576,8.36658776354716e+38
7216.108054027013,8.354623610531764e+38
7219.609804902451,8.342679896833963e+38
7223.1115557778885,8.330756583195146e+38
7226.613306653327,8.318853630435808e+38
7230.115057528764,8.306970999455404e+38
7233.616808404202,8.295108651232209e+38
7237.118559279639,8.283266546823146e+38
7240.620310155077,8.271444647363691e+38
7244.122061030515,8.259642914067669e+38
7247.623811905953,8.247861308227165e+38
7251.125562781391,8.236099791212332e+38
7254.627313656828,8.22435832447125e+38
7258.129064532266,8.212636869529834e+38
7261.630815407703,8.200935387991613e+38
7265.132566283141,8.189253841537632e+38
7268.6343171585795,8.177592191926301e+38
7272.136068034017,8.165950400993247e+38
7275.637818909455,8.154328430651155e+38
7279.139569784892,8.142726242889646e+38
7282.64132066033,8.131143799775121e+38
7286.143071535767,8.119581063450618e+38
7289.6448224112055,8.108037996135671e+38
7293.146573286643,8.096514560126153e+38
7296.648324162081,8.08501071779415e+38
7300.150075037519,8.07352643158781e+38
7303.651825912956,8.0620616640312e+38
7307.153576788394,8.050616377724155e+38
7310.6553276638315,8.039190535342155e+38
7314.15707853927,8.027784099636148e+38
7317.658829414707,8.016397033432447e+38
7321.160580290145,8.005029299632546e+38
7324.662331165582,7.993680861213026e+38
7328.16408204102,7.982351681225357e+38
7331.665832916458,7.971041722795803e+38
7335.167583791896,7.959750949125256e+38
7338.669334667334,7.948479323489094e+38
7342.171085542771,7.93722680923705e+38
7345.672836418209,7.925993369793053e+38
7349.174587293646,7.914778968655118e+38
7352.676338169084,7.903583569395154e+38
7356.178089044522,7.892407135658881e+38
7359.67983991996,7.881249631165645e+38
7363.181590795398,7.870111019708291e+38
7366.683341670835,7.85899126515304e+38
7370.185092546273,7.847890331439306e+38
7373.68684342171,7.836808182579608e+38
7377.1885942971485,7.825744782659383e+38
7380.690345172586,7.81470009583688e+38
7384.192096048024,7.803674086342998e+38
7387.693846923462,7.792666718481153e+38
7391.195597798899,7.781677956627152e+38
7394.697348674337,7.770707765229022e+38
7398.1990995497745,7.759756108806909e+38
7401.700850425213,7.748822951952909e+38
7405.20260130065,7.737908259330937e+38
7408.704352176088,7.7270119956766e+38
7412.206103051525,7.716134125797046e+38
7415.707853926963,7.705274614570823e+38
7419.209604802401,7.694433426947755e+38
7422.711355677839,7.683610527948792e+38
7426.213106553277,7.672805882665873e+38
7429.714857428714,7.662019456261792e+38
7433.216608304152,7.65125121397006e+38
7436.718359179589,7.640501121094768e+38
7440.220110055027,7.629769143010448e+38
7443.721860930465,7.619055245161933e+38
7447.223611805903,7.608359393064223e+38
7450.725362681341,7.59768155230235e+38
7454.227113556778,7.587021688531248e+38
7457.728864432216,7.576379767475597e+38
7461.230615307653,7.565755754929703e+38
7464.7323661830915,7.555149616757358e+38
7468.234117058529,7.544561318891708e+38
7471.735867933967,7.5339908273351e+38
7475.237618809405,7.523438108158972e+38
7478.739369684842,7.512903127503706e+38
7482.24112056028,7.502385851578472e+38
7485.7428714357175,7.491886246661144e+38
7489.244622311156,7.48140427909811e+38
7492.746373186593,7.470939915304177e+38
7496.248124062031,7.460493121762404e+38
7499.749874937468,7.450063865024004e+38
7503.251625812906,7.439652111708179e+38
7506.753376688344,7.429257828502002e+38
7510.255127563782,7.418880982160282e+38
7513.75687843922,7.408521539505424e+38
7517.258629314657,7.398179467427305e+38
7520.760380190095,7.387854732883121e+38
7524.262131065532,7.377547302897294e+38
7527.76388194097,7.367257144561298e+38
7531.265632816408,7.356984225033535e+38
7534.767383691846,7.346728511539226e+38
7538.269134567284,7.336489971370254e+38
7541.770885442721,7.326268571885049e+38
7545.272636318159,7.316064280508436e+38
7548.774387193596,7.30587706473153e+38
7552.2761380690345,7.295706892111575e+38
7555.777888944472,7.28555373027184e+38
7559.27963981991,7.275417546901464e+38
7562.781390695347,7.265298309755354e+38
7566.283141570785,7.255195986654017e+38
7569.784892446223,7.245110545483464e+38
7573.28664332166,7.235041954195066e+38
7576.788394197099,7.224990180805414e+38
7580.290145072536,7.214955193396207e+38
7583.791895947974,7.2049369601141e+38
7587.293646823411,7.19493544917061e+38
7590.795397698849,7.184950628841943e+38
7594.297148574287,7.174982467468906e+38
7597.798899449725,7.165030933456747e+38
7601.300650325163,7.155095995275038e+38
7604.8024012006,7.145177621457554e+38
7608.304152076038,7.135275780602121e+38
7611.805902951475,7.125390441370529e+38
7615.307653826913,7.115521572488352e+38
7618.809404702351,7.105669142744872e+38
7622.311155577789,7.095833120992904e+38
7625.812906453227,7.086013476148708e+38
7629.314657328664,7.076210177191843e+38
7632.816408204102,7.066423193165025e+38
7636.318159079539,7.05665249317404e+38
7639.819909954977,7.046898046387577e+38
7643.321660830415,7.03715982203713e+38
